account_id,platform,date,balance,equity,floating_pnl,credit,margin_level
A9DOM5IGQP,cTrader,2025-07-27,25564.59,25639.32,24.73,50,297.37
A9DOM5IGQP,cTrader,2025-07-28,25517.51,25531.63,14.12,0,188.73
A9DOM5IGQP,cTrader,2025-07-29,25663.94,25638.36,-25.58,0,104.85
A9DOM5IGQP,cTrader,2025-07-30,25862.48,25925.08,12.6,50,156.55
A9DOM5IGQP,cTrader,2025-07-31,25770.66,25853.92,83.26,0,206.99
A9DOM5IGQP,cTrader,2025-08-01,25706.2,25797.11,40.91,50,107.78
A9DOM5IGQP,cTrader,2025-08-02,25829.93,25869.02,-60.91,100,116.77
A9DOM5IGQP,cTrader,2025-08-03,26067.47,26312.72,45.25,200,
A9DOM5IGQP,cTrader,2025-08-04,25991.85,26145.32,53.47,100,248.53
A9DOM5IGQP,cTrader,2025-08-05,25728.5,25761.16,32.66,0,272.33
A9DOM5IGQP,cTrader,2025-08-06,25950.44,25969.43,-81.01,100,108.35
A9DOM5IGQP,cTrader,2025-08-07,25664.83,25781.95,67.12,50,89.25
A9DOM5IGQP,cTrader,2025-08-08,25589.37,25606.36,16.99,0,280.37
A9DOM5IGQP,cTrader,2025-08-09,25627.47,25765.34,37.87,100,216.7
A9DOM5IGQP,cTrader,2025-08-10,25750.54,25855.69,105.15,0,272.01
A9DOM5IGQP,cTrader,2025-08-11,25939.0,26156.61,17.61,200,
A9DOM5IGQP,cTrader,2025-08-12,25809.85,25772.09,-87.76,50,
A9DOM5IGQP,cTrader,2025-08-13,25915.51,25954.15,38.64,0,
ATAD1IOR56,MT5,2025-07-10,45193.3,45232.01,38.71,0,217.76
ATAD1IOR56,MT5,2025-07-11,45373.13,45585.53,112.4,100,299.0
ATAD1IOR56,MT5,2025-07-12,45396.07,45602.43,6.36,200,128.45
ATAD1IOR56,MT5,2025-07-13,45628.45,45785.58,157.13,0,227.22
ATAD1IOR56,MT5,2025-07-14,45611.6,45771.19,59.59,100,182.18
ATAD1IOR56,MT5,2025-07-15,46149.11,46213.25,-35.86,100,213.56
ATAD1IOR56,MT5,2025-07-16,45972.15,46284.49,112.34,200,228.81
ATAD1IOR56,MT5,2025-07-17,46322.07,46388.46,-33.61,100,223.49
ATAD1IOR56,MT5,2025-07-18,46221.55,46232.94,11.39,0,219.5
ATAD1IOR56,MT5,2025-07-19,46331.85,46322.07,-9.78,0,
ATAD1IOR56,MT5,2025-07-20,46294.98,46419.66,74.68,50,293.74
ATAD1IOR56,MT5,2025-07-21,46336.19,46365.78,-20.41,50,184.34
ATAD1IOR56,MT5,2025-07-22,45922.62,46011.04,88.42,0,
ATAD1IOR56,MT5,2025-07-23,46395.36,46566.67,-28.69,200,128.07
ATAD1IOR56,MT5,2025-07-24,46244.93,46197.9,-47.03,0,99.16
ATAD1IOR56,MT5,2025-07-25,46221.9,46189.97,-81.93,50,206.45
ATAD1IOR56,MT5,2025-07-26,46275.63,46469.7,-5.93,200,172.8
ATAD1IOR56,MT5,2025-07-27,46157.57,46434.32,76.75,200,228.41
ATAD1IOR56,MT5,2025-07-28,46121.27,46318.3,97.03,100,80.34
ATAD1IOR56,MT5,2025-07-29,45925.48,46081.11,-44.37,200,88.92
ATAD1IOR56,MT5,2025-07-30,45954.84,46020.19,-34.65,100,180.37
ATAD1IOR56,MT5,2025-07-31,46070.0,46088.17,-81.83,100,278.07
ATAD1IOR56,MT5,2025-08-01,46008.62,45854.54,-154.08,0,227.09
ATAD1IOR56,MT5,2025-08-02,45829.38,45779.44,-99.94,50,190.47
ATAD1IOR56,MT5,2025-08-03,46111.57,46133.79,-27.78,50,196.6
ATAD1IOR56,MT5,2025-08-04,46048.1,46199.56,51.46,100,186.92
ATAD1IOR56,MT5,2025-08-05,46231.61,46380.87,-50.74,200,127.53
ATAD1IOR56,MT5,2025-08-06,46250.18,46473.74,123.56,100,267.41
ATAD1IOR56,MT5,2025-08-07,46222.01,46153.73,-68.28,0,253.58
ATAD1IOR56,MT5,2025-08-08,46188.4,46367.03,128.63,50,207.44
ATAD1IOR56,MT5,2025-08-09,46138.39,46155.26,-33.13,50,161.66
ATAD1IOR56,MT5,2025-08-10,46184.82,46331.29,146.47,0,192.57
ATAD1IOR56,MT5,2025-08-11,46340.73,46582.32,41.59,200,156.09
ATAD1IOR56,MT5,2025-08-12,46134.8,46305.7,120.9,50,254.18
ATAD1IOR56,MT5,2025-08-13,46413.94,46533.6,-80.34,200,265.18
A9UZFK8UT0,MT5,2025-07-10,29220.97,29166.14,-54.83,0,186.83
A9UZFK8UT0,MT5,2025-07-11,29249.34,29299.66,0.32,50,101.85
A9UZFK8UT0,MT5,2025-07-12,29154.2,29101.15,-103.05,50,187.33
A9UZFK8UT0,MT5,2025-07-13,28864.01,29066.67,2.66,200,149.07
A9UZFK8UT0,MT5,2025-07-14,28853.84,28967.67,13.83,100,99.4
A9UZFK8UT0,MT5,2025-07-15,29034.62,28972.18,-62.44,0,154.89
A9UZFK8UT0,MT5,2025-07-16,29100.59,29031.1,-69.49,0,117.03
A9UZFK8UT0,MT5,2025-07-17,29129.18,29217.43,38.25,50,137.05
A9UZFK8UT0,MT5,2025-07-18,29031.03,29057.79,-73.24,100,199.86
A9UZFK8UT0,MT5,2025-07-19,28858.02,29074.95,16.93,200,217.77
A9UZFK8UT0,MT5,2025-07-20,28621.42,28476.58,-144.84,0,146.11
A9UZFK8UT0,MT5,2025-07-21,28564.22,28675.08,60.86,50,166.93
A9UZFK8UT0,MT5,2025-07-22,28437.35,28535.64,-1.71,100,109.12
A9UZFK8UT0,MT5,2025-07-23,28323.81,28618.1,94.29,200,88.36
A9UZFK8UT0,MT5,2025-07-24,28636.19,28854.91,18.72,200,140.67
A9UZFK8UT0,MT5,2025-07-25,28961.99,29054.77,-7.22,100,269.98
A9UZFK8UT0,MT5,2025-07-26,28727.47,28675.6,-101.87,50,247.6
A9UZFK8UT0,MT5,2025-07-27,28979.85,28993.79,13.94,0,239.66
A9UZFK8UT0,MT5,2025-07-28,28495.9,28589.82,-6.08,100,248.2
A9UZFK8UT0,MT5,2025-07-29,28686.93,28718.81,31.88,0,
A9UZFK8UT0,MT5,2025-07-30,28704.85,28696.11,-58.74,50,192.3
A9UZFK8UT0,MT5,2025-07-31,28545.96,28583.41,37.45,0,231.3
A9UZFK8UT0,MT5,2025-08-01,28584.91,28639.33,54.42,0,221.78
A9UZFK8UT0,MT5,2025-08-02,28805.14,28824.71,-30.43,50,290.64
A9UZFK8UT0,MT5,2025-08-03,29007.96,29113.26,55.3,50,263.51
A9UZFK8UT0,MT5,2025-08-04,29110.58,29273.23,-37.35,200,258.02
A9UZFK8UT0,MT5,2025-08-05,29196.96,29217.35,20.39,0,141.67
A9UZFK8UT0,MT5,2025-08-06,29331.17,29458.76,27.59,100,233.51
A9UZFK8UT0,MT5,2025-08-07,28960.0,28982.62,22.62,0,254.79
A9UZFK8UT0,MT5,2025-08-08,29118.59,29108.15,-10.44,0,226.71
A9UZFK8UT0,MT5,2025-08-09,29135.09,29209.94,24.85,50,284.43
A9UZFK8UT0,MT5,2025-08-10,29067.28,29315.5,48.22,200,265.29
A9UZFK8UT0,MT5,2025-08-11,29028.51,29142.74,-85.77,200,158.72
A9UZFK8UT0,MT5,2025-08-12,29080.06,29030.35,-49.71,0,270.73
A9UZFK8UT0,MT5,2025-08-13,29147.07,29322.9,75.83,100,195.78
AR7TCS4CC5,cTrader,2025-07-10,23427.05,23491.11,-35.94,100,250.58
AR7TCS4CC5,cTrader,2025-07-11,23220.23,23219.04,-1.19,0,218.5
AR7TCS4CC5,cTrader,2025-07-12,22866.41,22837.77,-28.64,0,
AR7TCS4CC5,cTrader,2025-07-13,22869.49,23107.23,37.74,200,261.88
AR7TCS4CC5,cTrader,2025-07-14,22696.06,22704.45,8.39,0,253.57
AR7TCS4CC5,cTrader,2025-07-15,22485.47,22478.29,-7.18,0,285.99
AR7TCS4CC5,cTrader,2025-07-16,22674.46,22640.48,-33.98,0,284.64
AR7TCS4CC5,cTrader,2025-07-17,22742.81,22963.8,20.99,200,226.6
AR7TCS4CC5,cTrader,2025-07-18,22923.51,22927.57,4.06,0,252.0
AR7TCS4CC5,cTrader,2025-07-19,22962.97,23142.85,-20.12,200,164.73
AR7TCS4CC5,cTrader,2025-07-20,22990.93,22987.57,-3.36,0,249.57
AR7TCS4CC5,cTrader,2025-07-21,23213.27,23323.48,10.21,100,126.64
AR7TCS4CC5,cTrader,2025-07-22,22948.05,22931.04,-17.01,0,245.89
AR7TCS4CC5,cTrader,2025-07-23,23368.81,23464.21,-4.6,100,149.44
AR7TCS4CC5,cTrader,2025-07-24,23282.02,23226.64,-55.38,0,143.23
AR7TCS4CC5,cTrader,2025-07-25,23610.55,23584.86,-25.69,0,101.97
AR7TCS4CC5,cTrader,2025-07-26,23577.99,23526.95,-51.04,0,
AR7TCS4CC5,cTrader,2025-07-27,23735.7,23724.85,-10.85,0,152.65
AR7TCS4CC5,cTrader,2025-07-28,23536.83,23724.83,-12.0,200,291.97
AR7TCS4CC5,cTrader,2025-07-29,23625.55,23820.9,95.35,100,138.8
AR7TCS4CC5,cTrader,2025-07-30,23668.81,23747.89,-20.92,100,83.73
AR7TCS4CC5,cTrader,2025-07-31,23601.6,23633.36,31.76,0,175.81
AR7TCS4CC5,cTrader,2025-08-01,23719.96,23662.73,-57.23,0,221.21
AR7TCS4CC5,cTrader,2025-08-02,23463.91,23747.02,83.11,200,294.32
AR7TCS4CC5,cTrader,2025-08-03,23831.43,23839.69,8.26,0,125.56
AR7TCS4CC5,cTrader,2025-08-04,23880.22,23895.12,14.9,0,244.44
AR7TCS4CC5,cTrader,2025-08-05,23910.21,23876.97,-33.24,0,132.61
AR7TCS4CC5,cTrader,2025-08-06,23901.98,24053.63,101.65,50,96.63
AR7TCS4CC5,cTrader,2025-08-07,23988.58,24028.12,-60.46,100,277.14
AR7TCS4CC5,cTrader,2025-08-08,23865.31,23893.33,-21.98,50,258.45
AR7TCS4CC5,cTrader,2025-08-09,24038.26,24075.85,-62.41,100,258.17
AR7TCS4CC5,cTrader,2025-08-10,24353.88,24446.51,-7.37,100,93.34
AR7TCS4CC5,cTrader,2025-08-11,24437.17,24491.64,54.47,0,
AR7TCS4CC5,cTrader,2025-08-12,24659.96,24618.77,-41.19,0,196.53
AR7TCS4CC5,cTrader,2025-08-13,25077.87,25278.06,0.19,200,216.6
A7HZIOYKL1,MT5,2025-07-10,46468.68,46694.86,26.18,200,203.39
A7HZIOYKL1,MT5,2025-07-11,46782.35,46976.96,-5.39,200,
A7HZIOYKL1,MT5,2025-07-12,47007.0,47149.11,42.11,100,103.96
A7HZIOYKL1,MT5,2025-07-13,47081.22,47128.45,-2.77,50,205.3
A7HZIOYKL1,MT5,2025-07-14,47536.89,47546.6,-40.29,50,127.07
A7HZIOYKL1,MT5,2025-07-15,47213.42,47463.95,50.53,200,291.23
A7HZIOYKL1,MT5,2025-07-16,47365.3,47605.64,40.34,200,250.08
A7HZIOYKL1,MT5,2025-07-17,47369.13,47318.95,-100.18,50,115.79
A7HZIOYKL1,MT5,2025-07-18,47219.17,47459.33,140.16,100,
A7HZIOYKL1,MT5,2025-07-19,47290.29,47272.03,-118.26,100,193.23
A7HZIOYKL1,MT5,2025-07-20,47411.19,47403.58,-57.61,50,
A7HZIOYKL1,MT5,2025-07-21,47563.34,47763.08,199.74,0,113.84
A7HZIOYKL1,MT5,2025-07-22,47513.93,47846.14,332.21,0,99.96
A7HZIOYKL1,MT5,2025-07-23,47221.25,47060.25,-161.0,0,135.22
A7HZIOYKL1,MT5,2025-07-24,47136.74,47051.01,-185.73,100,278.49
A7HZIOYKL1,MT5,2025-07-25,47315.26,47239.18,-76.08,0,270.69
A7HZIOYKL1,MT5,2025-07-26,47464.48,47368.27,-146.21,50,151.79
A7HZIOYKL1,MT5,2025-07-27,47861.16,47843.76,-17.4,0,172.28
A7HZIOYKL1,MT5,2025-07-28,47895.83,47883.61,-12.22,0,210.05
A7HZIOYKL1,MT5,2025-07-29,48198.06,48244.97,-53.09,100,160.16
A7HZIOYKL1,MT5,2025-07-30,47992.82,48057.82,65.0,0,258.39
A7HZIOYKL1,MT5,2025-07-31,47919.75,47873.88,-45.87,0,157.57
A7HZIOYKL1,MT5,2025-08-01,48111.3,48117.38,6.08,0,142.14
A7HZIOYKL1,MT5,2025-08-02,48373.38,48524.6,-48.78,200,80.0
A7HZIOYKL1,MT5,2025-08-03,48357.08,48623.84,66.76,200,124.12
A7HZIOYKL1,MT5,2025-08-04,47845.41,48040.62,95.21,100,129.34
A7HZIOYKL1,MT5,2025-08-05,47812.9,48129.31,116.41,200,214.12
A7HZIOYKL1,MT5,2025-08-06,47977.01,47895.07,-81.94,0,278.43
A7HZIOYKL1,MT5,2025-08-07,47792.3,47935.19,-57.11,200,163.75
A7HZIOYKL1,MT5,2025-08-08,48076.77,48270.75,143.98,50,193.87
A7HZIOYKL1,MT5,2025-08-09,47975.86,48050.25,74.39,0,288.83
A7HZIOYKL1,MT5,2025-08-10,47696.79,47808.6,-88.19,200,193.05
A7HZIOYKL1,MT5,2025-08-11,47762.82,47542.23,-220.59,0,114.99
A7HZIOYKL1,MT5,2025-08-12,47794.23,47768.0,-26.23,0,269.57
A7HZIOYKL1,MT5,2025-08-13,47838.31,48118.58,80.27,200,126.95
AMCIKPTK93,MT5,2025-07-10,33424.74,33674.03,49.29,200,189.18
AMCIKPTK93,MT5,2025-07-11,33652.97,33679.49,-73.48,100,85.54
AMCIKPTK93,MT5,2025-07-12,33575.55,33523.62,-101.93,50,235.36
AMCIKPTK93,MT5,2025-07-13,33504.14,33857.58,153.44,200,238.06
AMCIKPTK93,MT5,2025-07-14,33889.65,33923.52,-16.13,50,129.88
AMCIKPTK93,MT5,2025-07-15,33943.45,34056.16,12.71,100,149.64
AMCIKPTK93,MT5,2025-07-16,33989.44,34039.88,0.44,50,296.02
AMCIKPTK93,MT5,2025-07-17,34260.01,34267.82,-92.19,100,84.36
AMCIKPTK93,MT5,2025-07-18,34396.42,34412.02,-84.4,100,153.49
AMCIKPTK93,MT5,2025-07-19,34309.49,34316.31,-43.18,50,98.46
AMCIKPTK93,MT5,2025-07-20,34616.24,34751.92,85.68,50,
AMCIKPTK93,MT5,2025-07-21,34384.07,34621.28,37.21,200,241.37
AMCIKPTK93,MT5,2025-07-22,34353.37,34571.5,18.13,200,141.13
AMCIKPTK93,MT5,2025-07-23,34281.3,34246.53,-34.77,0,
AMCIKPTK93,MT5,2025-07-24,33947.61,33975.1,27.49,0,104.93
AMCIKPTK93,MT5,2025-07-25,33939.14,34041.88,102.74,0,124.98
AMCIKPTK93,MT5,2025-07-26,33816.47,33812.56,-53.91,50,186.27
AMCIKPTK93,MT5,2025-07-27,33823.84,33761.48,-62.36,0,111.67
AMCIKPTK93,MT5,2025-07-28,33623.05,33643.3,-79.75,100,100.25
AMCIKPTK93,MT5,2025-07-29,33692.03,33804.79,112.76,0,83.32
AMCIKPTK93,MT5,2025-07-30,33960.12,34040.94,80.82,0,134.9
AMCIKPTK93,MT5,2025-07-31,34162.86,34353.71,-9.15,200,242.04
AMCIKPTK93,MT5,2025-08-01,33961.46,34046.86,-14.6,100,229.62
AMCIKPTK93,MT5,2025-08-02,34016.82,34101.21,-15.61,100,199.24
AMCIKPTK93,MT5,2025-08-03,34008.12,34059.67,51.55,0,243.42
AMCIKPTK93,MT5,2025-08-04,34299.94,34549.88,49.94,200,175.48
AMCIKPTK93,MT5,2025-08-05,34235.38,34205.47,-29.91,0,299.18
AMCIKPTK93,MT5,2025-08-06,33914.06,33931.96,17.9,0,237.09
AMCIKPTK93,MT5,2025-08-07,33609.18,33633.32,24.14,0,139.58
AMCIKPTK93,MT5,2025-08-08,33722.77,33837.77,115.0,0,210.86
AMCIKPTK93,MT5,2025-08-09,33662.61,33563.09,-99.52,0,261.06
AMCIKPTK93,MT5,2025-08-10,33436.33,33491.41,5.08,50,243.43
AMCIKPTK93,MT5,2025-08-11,33584.87,33645.24,10.37,50,174.05
AMCIKPTK93,MT5,2025-08-12,33927.26,33967.81,40.55,0,281.36
AMCIKPTK93,MT5,2025-08-13,33810.1,33781.67,-28.43,0,235.2
A7D5J60FKH,cTrader,2025-07-10,21666.27,21952.61,86.34,200,172.27
A7D5J60FKH,cTrader,2025-07-11,21512.94,21577.44,64.5,0,
A7D5J60FKH,cTrader,2025-07-12,21513.02,21714.11,1.09,200,86.23
A7D5J60FKH,cTrader,2025-07-13,21129.09,21150.31,-28.78,50,224.14
A7D5J60FKH,cTrader,2025-07-14,20948.73,21119.43,-29.3,200,
A7D5J60FKH,cTrader,2025-07-15,20850.26,20922.89,22.63,50,230.73
A7D5J60FKH,cTrader,2025-07-16,20642.49,20728.81,-13.68,100,177.53
A7D5J60FKH,cTrader,2025-07-17,20520.04,20653.43,-66.61,200,262.28
A7D5J60FKH,cTrader,2025-07-18,20590.73,20763.22,-27.51,200,157.97
A7D5J60FKH,cTrader,2025-07-19,20791.84,20821.27,29.43,0,278.78
A7D5J60FKH,cTrader,2025-07-20,20793.65,21006.47,12.82,200,264.34
A7D5J60FKH,cTrader,2025-07-21,20362.33,20379.44,17.11,0,
A7D5J60FKH,cTrader,2025-07-22,20483.7,20668.66,-15.04,200,164.66
A7D5J60FKH,cTrader,2025-07-23,20116.47,20205.38,-111.09,200,241.13
A7D5J60FKH,cTrader,2025-07-24,20033.13,19983.22,-49.91,0,171.12
A7D5J60FKH,cTrader,2025-07-25,20044.12,20067.07,22.95,0,103.18
A7D5J60FKH,cTrader,2025-07-26,20113.86,20218.11,4.25,100,116.72
A7D5J60FKH,cTrader,2025-07-27,19808.42,19876.12,-32.3,100,296.97
A7D5J60FKH,cTrader,2025-07-28,19628.6,19687.41,58.81,0,233.21
A7D5J60FKH,cTrader,2025-07-29,19527.97,19494.06,-33.91,0,200.27
A7D5J60FKH,cTrader,2025-07-30,19634.9,19820.81,-14.09,200,189.05
A7D5J60FKH,cTrader,2025-07-31,19646.23,19642.23,-4.0,0,105.14
A7D5J60FKH,cTrader,2025-08-01,19791.11,19820.76,29.65,0,172.24
A7D5J60FKH,cTrader,2025-08-02,20012.87,20211.04,-1.83,200,231.5
A7D5J60FKH,cTrader,2025-08-03,19859.87,19871.02,11.15,0,272.32
A7D5J60FKH,cTrader,2025-08-04,20211.59,20197.63,-13.96,0,192.32
A7D5J60FKH,cTrader,2025-08-05,20156.61,20192.03,-14.58,50,
A7D5J60FKH,cTrader,2025-08-06,20399.67,20471.38,71.71,0,124.76
A7D5J60FKH,cTrader,2025-08-07,20184.96,20319.21,34.25,100,200.03
A7D5J60FKH,cTrader,2025-08-08,19735.58,19934.14,-1.44,200,175.36
A7D5J60FKH,cTrader,2025-08-09,19806.78,19814.08,-42.7,50,162.39
A7D5J60FKH,cTrader,2025-08-10,19669.04,19701.24,-17.8,50,163.43
A7D5J60FKH,cTrader,2025-08-11,19643.06,19655.46,12.4,0,
A7D5J60FKH,cTrader,2025-08-12,19704.19,19727.79,23.6,0,173.74
A7D5J60FKH,cTrader,2025-08-13,19837.86,19885.73,47.87,0,83.22
APJA1WJ0TP,MT5,2025-07-10,10758.49,10841.26,-17.23,100,275.89
APJA1WJ0TP,MT5,2025-07-11,11059.77,11117.64,7.87,50,250.35
APJA1WJ0TP,MT5,2025-07-12,11103.37,11106.42,3.05,0,171.29
APJA1WJ0TP,MT5,2025-07-13,11335.81,11367.56,-18.25,50,211.95
APJA1WJ0TP,MT5,2025-07-14,11636.89,11658.83,21.94,0,109.4
APJA1WJ0TP,MT5,2025-07-15,11808.98,11766.04,-42.94,0,232.32
APJA1WJ0TP,MT5,2025-07-16,11394.23,11596.47,2.24,200,139.29
APJA1WJ0TP,MT5,2025-07-17,11383.66,11597.26,13.6,200,261.23
APJA1WJ0TP,MT5,2025-07-18,11193.99,11290.49,-3.5,100,244.52
APJA1WJ0TP,MT5,2025-07-19,11455.65,11646.24,-9.41,200,87.41
APJA1WJ0TP,MT5,2025-07-20,11354.17,11546.62,-7.55,200,268.79
APJA1WJ0TP,MT5,2025-07-21,11452.48,11494.34,-8.14,50,241.97
APJA1WJ0TP,MT5,2025-07-22,11736.58,11781.1,44.52,0,134.78
APJA1WJ0TP,MT5,2025-07-23,11591.96,11625.56,-16.4,50,151.86
APJA1WJ0TP,MT5,2025-07-24,11617.03,11634.61,17.58,0,
APJA1WJ0TP,MT5,2025-07-25,11739.52,11997.03,57.51,200,291.46
APJA1WJ0TP,MT5,2025-07-26,11504.26,11599.87,-4.39,100,131.04
APJA1WJ0TP,MT5,2025-07-27,11496.88,11577.57,30.69,50,
APJA1WJ0TP,MT5,2025-07-28,11622.83,11819.85,-2.98,200,207.81
APJA1WJ0TP,MT5,2025-07-29,11754.77,11846.35,41.58,50,205.29
APJA1WJ0TP,MT5,2025-07-30,11656.34,11649.01,-7.33,0,196.09
APJA1WJ0TP,MT5,2025-07-31,11848.0,11862.82,14.82,0,288.82
APJA1WJ0TP,MT5,2025-08-01,12025.05,12014.53,-10.52,0,283.51
APJA1WJ0TP,MT5,2025-08-02,12236.8,12274.09,-12.71,50,222.7
APJA1WJ0TP,MT5,2025-08-03,12267.49,12349.27,-18.22,100,124.92
APJA1WJ0TP,MT5,2025-08-04,12170.43,12172.7,2.27,0,117.34
APJA1WJ0TP,MT5,2025-08-05,12063.57,12201.07,37.5,100,230.85
APJA1WJ0TP,MT5,2025-08-06,12234.37,12240.32,5.95,0,113.81
APJA1WJ0TP,MT5,2025-08-07,12377.91,12436.95,-40.96,100,
APJA1WJ0TP,MT5,2025-08-08,12485.67,12525.2,-10.47,50,
APJA1WJ0TP,MT5,2025-08-09,12535.47,12533.62,-1.85,0,273.81
APJA1WJ0TP,MT5,2025-08-10,12445.14,12653.4,8.26,200,230.36
APJA1WJ0TP,MT5,2025-08-11,12604.98,12635.56,30.58,0,86.61
APJA1WJ0TP,MT5,2025-08-12,12504.29,12510.62,6.33,0,266.43
APJA1WJ0TP,MT5,2025-08-13,12668.36,12863.74,-4.62,200,259.73
APBN78BMYY,cTrader,2025-07-10,42701.1,42744.2,-56.9,100,184.49
APBN78BMYY,cTrader,2025-07-11,42665.56,42756.04,-9.52,100,247.04
APBN78BMYY,cTrader,2025-07-12,42511.36,42556.11,-5.25,50,145.86
APBN78BMYY,cTrader,2025-07-13,42607.25,42665.73,-41.52,100,228.28
APBN78BMYY,cTrader,2025-07-14,42536.87,42504.59,-32.28,0,235.47
APBN78BMYY,cTrader,2025-07-15,42603.28,42512.18,-91.1,0,111.7
APBN78BMYY,cTrader,2025-07-16,42676.14,42554.4,-121.74,0,296.53
APBN78BMYY,cTrader,2025-07-17,42832.41,43164.82,132.41,200,180.85
APBN78BMYY,cTrader,2025-07-18,42682.58,42778.83,46.25,50,226.12
APBN78BMYY,cTrader,2025-07-19,43010.81,43025.77,14.96,0,83.48
APBN78BMYY,cTrader,2025-07-20,42803.0,42585.26,-217.74,0,186.3
APBN78BMYY,cTrader,2025-07-21,43200.43,43213.76,-36.67,50,107.11
APBN78BMYY,cTrader,2025-07-22,43407.6,43545.62,-61.98,200,259.93
APBN78BMYY,cTrader,2025-07-23,43745.64,43996.92,151.28,100,221.84
APBN78BMYY,cTrader,2025-07-24,43760.5,43786.37,25.87,0,141.47
APBN78BMYY,cTrader,2025-07-25,43457.17,43527.39,20.22,50,261.66
APBN78BMYY,cTrader,2025-07-26,43413.22,43446.25,33.03,0,135.62
APBN78BMYY,cTrader,2025-07-27,43375.05,43682.47,107.42,200,118.53
APBN78BMYY,cTrader,2025-07-28,43199.65,43304.41,-95.24,200,134.93
APBN78BMYY,cTrader,2025-07-29,43335.92,43461.59,25.67,100,131.05
APBN78BMYY,cTrader,2025-07-30,43410.96,43644.44,33.48,200,186.95
APBN78BMYY,cTrader,2025-07-31,43077.9,42997.21,-80.69,0,209.79
APBN78BMYY,cTrader,2025-08-01,42944.34,43018.59,74.25,0,234.9
APBN78BMYY,cTrader,2025-08-02,43248.12,43233.13,-14.99,0,86.7
APBN78BMYY,cTrader,2025-08-03,43369.58,43367.59,-51.99,50,280.33
APBN78BMYY,cTrader,2025-08-04,43147.58,43291.44,43.86,100,267.66
APBN78BMYY,cTrader,2025-08-05,43932.83,43989.87,57.04,0,182.45
APBN78BMYY,cTrader,2025-08-06,44084.31,44145.88,11.57,50,163.55
APBN78BMYY,cTrader,2025-08-07,44101.6,44111.91,-39.69,50,223.33
APBN78BMYY,cTrader,2025-08-08,44353.03,44577.75,24.72,200,284.41
APBN78BMYY,cTrader,2025-08-09,44067.56,44211.15,-56.41,200,174.84
APBN78BMYY,cTrader,2025-08-10,44034.32,44062.59,-21.73,50,86.62
APBN78BMYY,cTrader,2025-08-11,43940.61,43998.67,8.06,50,211.4
APBN78BMYY,cTrader,2025-08-12,43991.06,43994.68,-96.38,100,288.38
APBN78BMYY,cTrader,2025-08-13,44100.27,44129.49,29.22,0,154.75
AGOG72OY0I,MT5,2025-07-10,23053.15,23174.84,21.69,100,297.82
AGOG72OY0I,MT5,2025-07-11,23442.71,23441.68,-51.03,50,99.58
AGOG72OY0I,MT5,2025-07-12,23186.84,23287.73,0.89,100,161.95
AGOG72OY0I,MT5,2025-07-13,23232.78,23381.88,-50.9,200,190.33
AGOG72OY0I,MT5,2025-07-14,23292.46,23283.75,-8.71,0,222.45
AGOG72OY0I,MT5,2025-07-15,22966.37,23129.81,-36.56,200,287.14
AGOG72OY0I,MT5,2025-07-16,22854.44,22845.5,-8.94,0,170.46
AGOG72OY0I,MT5,2025-07-17,23150.18,23293.34,43.16,100,144.92
AGOG72OY0I,MT5,2025-07-18,23102.87,23073.84,-29.03,0,286.85
AGOG72OY0I,MT5,2025-07-19,23038.54,23185.47,46.93,100,241.68
AGOG72OY0I,MT5,2025-07-20,23096.77,23012.67,-84.1,0,211.14
AGOG72OY0I,MT5,2025-07-21,23150.78,23094.8,-55.98,0,158.13
AGOG72OY0I,MT5,2025-07-22,23103.11,23305.1,1.99,200,204.65
AGOG72OY0I,MT5,2025-07-23,23051.8,23085.57,33.77,0,287.39
AGOG72OY0I,MT5,2025-07-24,23109.54,23301.18,-8.36,200,96.65
AGOG72OY0I,MT5,2025-07-25,23048.23,23214.51,-33.72,200,277.05
AGOG72OY0I,MT5,2025-07-26,22998.56,23080.61,32.05,50,197.1
AGOG72OY0I,MT5,2025-07-27,23196.37,23315.45,-80.92,200,173.18
AGOG72OY0I,MT5,2025-07-28,23312.82,23280.28,-32.54,0,
AGOG72OY0I,MT5,2025-07-29,23464.27,23670.35,6.08,200,135.63
AGOG72OY0I,MT5,2025-07-30,23403.94,23516.62,-87.32,200,96.82
AGOG72OY0I,MT5,2025-07-31,23609.67,23616.32,6.65,0,125.99
AGOG72OY0I,MT5,2025-08-01,23647.61,23844.38,-3.23,200,128.67
AGOG72OY0I,MT5,2025-08-02,23477.34,23733.7,56.36,200,181.01
AGOG72OY0I,MT5,2025-08-03,23384.71,23603.92,19.21,200,230.45
AGOG72OY0I,MT5,2025-08-04,23347.35,23523.54,-23.81,200,134.95
AGOG72OY0I,MT5,2025-08-05,23354.24,23509.72,55.48,100,237.25
AGOG72OY0I,MT5,2025-08-06,23661.35,23704.97,-6.38,50,89.69
AGOG72OY0I,MT5,2025-08-07,23520.04,23668.58,48.54,100,168.71
AGOG72OY0I,MT5,2025-08-08,23789.2,24008.39,19.19,200,277.84
AGOG72OY0I,MT5,2025-08-09,23874.72,23971.66,-3.06,100,228.68
AGOG72OY0I,MT5,2025-08-10,23980.7,24054.06,-26.64,100,86.41
AGOG72OY0I,MT5,2025-08-11,24021.58,24026.34,4.76,0,130.9
AGOG72OY0I,MT5,2025-08-12,23718.12,23801.37,83.25,0,264.03
