trade_id,platform,account_id,client_external_id,symbol,side,volume,open_time,close_time,open_price,close_price,commission,realized_pnl,book_flag,counterparty,quote_currency,status
TS6NBNQBNXZ,cTrader,APECQNVQHW,EXT00033,LTCUSD,BUY,0.5,2025-07-31T15:54:13Z,2025-08-01T23:55:01Z,2202.64316,2198.47213,-3.0,207.42,A,LP_MAIN,GBP,CLOSED
T1EMTX015Z1,cTrader,A2IAGL58KX,EXT00009,FR40,sell,5.0,2025-08-11T14:07:18Z,2025-08-13T17:51:26Z,837.41454,838.38413,0.0,402.38,B,LP_MAIN,GBP,CLOSED
TMJYJCMRSEZ,MT5,AMLY4LYK83,EXT00023,FR40.m,SELL,0.1,2025-07-26T07:26:40Z,2025-08-03T02:12:41Z,1400.2193,1400.03028,-10.0,-0.81,A,B2Prime,GBP,CLOSED
TQNYY95G5DO,cTrader,ASKRT05UIR,EXT00004,JPN225,BUY,5.0,2025-08-10T05:36:45Z,2025-08-12T00:15:35Z,2149.69738,2148.36501,2.0,-516.4,A,B2Prime,GBP,CLOSED
T8CFEFFH8AO,cTrader,A9BH811KER,EXT00038,BTCUSD,BUY,5.0,2025-07-24T01:07:19Z,2025-07-31T01:11:40Z,2376.65882,2375.11012,-0.5,-399.5,A,B2Prime,USD,OPEN
TRP0AGA24SM,MT5,AZSJ49ITN7,EXT00025,XAUUSD.m,sell,10.0,2025-08-10T15:36:30Z,2025-08-11T10:55:10Z,557.23951,557.31081,-5.0,-24.91,B,B2Prime,GBP,CLOSED
TX2RXTTQU6L,cTrader,ASKRT05UIR,EXT00004,UKOIL,BUY,0.1,2025-08-12T11:01:51Z,2025-08-13T12:04:31Z,1590.70519,1588.9522,2.0,3.14,A,LP_TEST,GBP,CLOSED
TR81BMQF7ZK,MT5,A9RFTMTTQL,EXT00026,US30.m,buy,200.0,2025-07-27T23:43:18Z,2025-08-02T11:54:54Z,746.78891,743.91632,-3.0,24291.7,A,LP_TEST,EUR,CLOSED
TZ62FE9UPNH,MT5,A9UZFK8UT0,EXT00005,EURUSD,BUY,10.0,2025-07-23T21:05:58Z,2025-08-13T06:07:44Z,847.97537,847.01077,2.0,222.07,B,LP_MAIN,USD,CLOSED
T9FQ9TEA718,MT5,AGOG72OY0I,EXT00009,WTI.m,BUY,0.5,2025-07-17T01:12:24Z,2025-08-01T10:33:22Z,1644.96025,1647.55821,2.0,-53.83,A,,GBP,CANCELLED
TA09LZRK79U,cTrader,A2DHYLURTP,EXT00018,LTCUSD,BUY,1.0,2025-07-30T21:52:19Z,2025-08-03T16:51:46Z,1756.07183,1748.65666,0.0,-570.92,B,LP_MAIN,GBP,CLOSED
TU6PY06FTLO,MT5,A8BBI4WIRE,EXT00015,XAGUSD.m,S,0.1,2025-07-22T12:09:20Z,2025-08-10T22:01:32Z,669.85276,670.20248,-10.0,-0.25,A,B2Prime,EUR,CLOSED
TMLVHS21HD4,MT5,A7HZIOYKL1,EXT00006,GER40.m,BUY,1.0,2025-07-26T01:32:04Z,2025-08-05T21:24:56Z,1239.13378,1240.0581,-5.0,56.62,A,LP_MAIN,USD,OPEN
TORVSCYOZPN,cTrader,A2DHYLURTP,EXT00018,USDJPY,BUY,5.0,2025-07-19T14:35:33Z,2025-08-13T10:57:05Z,1775.71885,1777.50911,-5.0,885.42,B,LP_TEST,EUR,CLOSED
TMLQUH50OPF,cTrader,AJFC2V37PQ,EXT00022,US500,BUY,0.1,2025-07-15T22:59:39Z,2025-07-29T18:43:09Z,2403.71574,2404.4544,-3.0,-2.84,B,B2Prime,EUR,CLOSED
T6FVDHR59C8,MT5,AF1BCPPVOH,EXT00037,ETHUSD.m,buy,0.05,2025-08-04T22:35:29Z,2025-08-13T18:53:47Z,2391.69356,2390.58925,-0.5,3.35,A,LP_MAIN,GBP,CLOSED
TAWJGQU6H3K,MT5,AK7W1DAKRM,EXT00019,US30.m,sell,10.0,2025-08-02T14:35:51Z,2025-08-03T16:26:35Z,2465.26019,2457.82196,-0.5,-482.19,B,LP_MAIN,EUR,OPEN
T3KVR0I2FKX,MT5,A9RFTMTTQL,EXT00026,JPN225.m,SELL,5.0,2025-08-08T04:21:53Z,2025-08-08T16:44:57Z,2417.94297,2420.68036,2.0,-1318.27,A,B2Prime,USD,CLOSED
TX6PRYIEJ9C,MT5,AIUC039TEX,EXT00003,WTI.m,BUY,500.0,2025-08-07T07:20:29Z,2025-08-08T19:35:37Z,1496.66003,1495.21281,-3.0,27583.89,B,LP_MAIN,GBP,CLOSED
TU5WRYESU4F,cTrader,APECQNVQHW,EXT00033,ETHUSD,buy,5.0,2025-08-01T22:16:17Z,2025-08-13T14:15:28Z,25.31767,25.38457,-0.5,-26.1,A,,USD,CLOSED
TL5EFJP6MKT,cTrader,A7KYHQIN9N,EXT00032,XAGUSD,buy,10.0,2025-07-18T04:57:38Z,2025-07-25T07:18:21Z,823.20252,820.54538,-10.0,-532.25,A,B2Prime,USD,CLOSED
TGW1VGLL42J,MT5,AX8BM92H3T,EXT00032,NAS100.m,BUY,2.0,2025-07-19T02:18:02Z,2025-08-13T01:04:54Z,463.66707,464.29792,-1.5,-63.64,B,LP_TEST,EUR,CLOSED
TTMFEK2O7FH,MT5,AFLU7U6N7H,EXT00015,JPN225.m,SELL,0.1,2025-08-01T23:09:38Z,2025-08-04T07:04:15Z,1421.31926,1418.02767,-0.5,-12.48,B,LP_MAIN,USD,CLOSED
T32UY84ZZ2P,cTrader,A6CCVCJWTL,EXT00033,UKOIL,B,5.0,2025-08-08T19:16:28Z,2025-08-10T03:33:35Z,1415.91153,1417.7921,-5.0,-378.82,B,LP_TEST,GBP,CANCELLED
T37RLN36V1M,MT5,AT0PVN9ER1,EXT00002,EURUSD,sell,1.0,2025-07-19T01:48:14Z,2025-07-24T17:41:45Z,317.62791,316.6955,2.0,82.37,B,LP_TEST,USD,CLOSED
T0EEYYLH9P1,MT5,ACAQVKIZZQ,EXT00021,AUDUSD,sell,0.5,2025-07-30T03:46:26Z,2025-07-30T20:36:39Z,1665.92103,1665.67705,0.0,-9.99,B,B2Prime,EUR,CLOSED
TARPHBXVQ6B,cTrader,AD4V30T9NT,EXT00000,XAGUSD,S,2.0,2025-07-20T18:57:24Z,2025-07-24T13:36:29Z,1678.9556,1680.50231,-0.5,156.27,A,LP_MAIN,USD,CLOSED
T127H6GMD47,cTrader,AK5RBW2ZLA,EXT00024,US30,S,10.0,2025-07-30T00:14:02Z,2025-07-30T06:18:04Z,374.29932,375.41612,-5.0,519.87,B,LP_MAIN,GBP,CLOSED
TM42WSC31TZ,MT5,A8BBI4WIRE,EXT00015,USDJPY,sell,1.0,2025-08-12T12:15:01Z,2025-08-13T13:39:44Z,1681.60591,1679.57633,-5.0,46.45,A,LP_TEST,GBP,CLOSED
T6T9DHSZNVP,cTrader,A8F840982N,EXT00031,JPN225,BUY,1.0,2025-07-29T01:10:41Z,2025-08-02T05:19:36Z,788.99806,788.67207,-0.5,-11.13,A,B2Prime,GBP,CLOSED
T49PSO1LQSR,MT5,AY6452H2ZQ,EXT00011,BTCUSD.m,sell,0.1,2025-07-20T13:49:59Z,2025-07-29T08:37:12Z,1266.40927,1267.20199,2.0,-2.92,A,B2Prime,USD,CANCELLED
TUBLEKVL9PT,MT5,AX8BM92H3T,EXT00032,USDJPY,B,100.0,2025-08-01T21:40:42Z,2025-08-08T21:41:30Z,292.91398,292.34181,-1.5,-4303.43,B,B2Prime,GBP,CLOSED
TGC4RYG9RDP,cTrader,AD4V30T9NT,EXT00000,JPN225,BUY,5.0,2025-07-29T11:21:07Z,2025-08-08T20:44:27Z,1812.55794,1811.32008,2.0,436.4,A,B2Prime,GBP,CLOSED
TFOVD79C9MV,MT5,ANZS43C5BA,EXT00038,ETHUSD.m,BUY,0.05,2025-07-19T11:49:48Z,2025-07-25T06:48:43Z,285.24381,285.53984,-3.0,-1.07,B,B2Prime,GBP,CLOSED
TIPR11V127M,MT5,APJA1WJ0TP,EXT00007,NAS100.m,BUY,100.0,2025-08-03T23:49:19Z,2025-08-05T11:39:44Z,1369.92305,1371.71554,0.0,-1769.38,B,B2Prime,EUR,CLOSED
T9SFQERI7B0,cTrader,AU2GC5WI6F,EXT00029,ETHUSD,SELL,0.5,2025-08-13T15:31:47Z,2025-08-13T22:58:32Z,1758.95445,1758.81318,-5.0,-1.27,B,LP_MAIN,USD,CLOSED
TY8NYFWDC11,cTrader,AET8T63J3R,EXT00031,BTCUSD,SELL,0.05,2025-07-18T16:16:59Z,2025-08-11T20:44:08Z,1935.78126,1926.32984,-10.0,-23.61,A,B2Prime,USD,CLOSED
TKRST3TA195,MT5,AU9K9XJUY0,EXT00029,BTCUSD.m,SELL,200.0,2025-08-06T23:44:45Z,2025-08-09T10:38:45Z,1217.0385,1216.5208,2.0,7550.15,A,LP_TEST,USD,CLOSED
TQ4PBGX25FP,cTrader,A7KYHQIN9N,EXT00032,GER40,BUY,10.0,2025-07-21T03:35:32Z,2025-07-30T11:09:22Z,1568.91036,1568.0076,-3.0,-748.3,B,LP_MAIN,EUR,CLOSED
TRDYXYUR4SO,MT5,AN92XF8E8L,EXT00027,GER40.m,SELL,5.0,2025-07-30T12:49:58Z,2025-08-08T23:34:18Z,616.68213,615.25802,-5.0,-243.92,,LP_MAIN,USD,CLOSED
T8WM9LBB4M0,cTrader,AR7TCS4CC5,EXT00006,GER40,SELL,0.5,2025-08-08T09:08:52Z,2025-08-11T23:18:29Z,1012.07499,1012.12291,-1.5,-1.31,B,B2Prime,EUR,CLOSED
TNP9OCIILDY,cTrader,A26RJRNY20,EXT00014,NAS100,SELL,0.1,2025-07-16T16:07:54Z,2025-08-02T05:48:27Z,2494.25615,2500.0573,-5.0,29.63,B,LP_TEST,USD,CANCELLED
TMALQ5U6JZV,cTrader,A26RJRNY20,EXT00014,WTI,BUY,200.0,2025-07-30T04:02:23Z,2025-08-01T22:48:26Z,1545.50897,1545.05411,0.0,1110.11,B,B2Prime,GBP,CLOSED
TULDRYHR3YF,MT5,A0H2CWTG1M,EXT00039,EURUSD,SELL,10.0,2025-07-30T17:33:25Z,2025-08-08T21:41:18Z,1.02323,1.02455,0.0,0.46,B,B2Prime,USD,OPEN
T8HW9C4HJKU,cTrader,APBN78BMYY,EXT00008,AUDUSD,SELL,20.0,2025-07-29T21:45:29Z,2025-08-07T17:29:56Z,2130.91977,2129.02068,-5.0,1301.24,A,LP_MAIN,EUR,CLOSED
T0D4DMC2RH2,MT5,ANFHOLQC3O,EXT00013,AUDUSD,sell,1.0,2025-07-26T07:58:02Z,2025-08-10T11:53:25Z,141.28631,141.40487,-5.0,2.49,A,B2Prime,EUR,CLOSED
T2PTHOWQ1GA,MT5,AFLU7U6N7H,EXT00015,AUDUSD,SELL,5.0,2025-07-30T00:28:06Z,2025-08-11T06:31:31Z,2016.55652,2016.0497,-1.5,74.74,A,B2Prime,EUR,OPEN
TUH80Q7TW1P,MT5,ANFHOLQC3O,EXT00013,XAUUSD.m,sell,50.0,2025-08-09T10:14:08Z,2025-08-10T13:29:08Z,1540.88844,1540.88879,-0.5,-0.8,B,B2Prime,GBP,CLOSED
TWSNFFYKPL3,cTrader,AMPNSM43D8,EXT00016,XAUUSD,BUY,0.5,2025-08-11T20:21:52Z,2025-08-14T01:21:29Z,2487.58303,2491.50141,-10.0,176.49,A,B2Prime,USD,OPEN
T4JKFYIIFA2,MT5,AX8BM92H3T,EXT00032,NAS100.m,BUY,0.1,2025-07-18T11:51:16Z,2025-07-28T09:06:00Z,738.02041,738.55328,2.0,-1.23,B,LP_TEST,EUR,CLOSED
TR9P6HJB2JT,MT5,AT0PVN9ER1,EXT00002,UKOIL.m,BUY,0.1,2025-07-30T10:35:49Z,2025-08-10T17:04:22Z,830.6104,829.80215,-5.0,6.38,A,LP_TEST,GBP,CLOSED
T2B6LKC86Y5,MT5,AU9K9XJUY0,EXT00029,NAS100.m,SELL,2.0,2025-07-17T09:59:43Z,2025-08-10T00:07:31Z,2381.55205,2380.66428,-10.0,-17.47,A,B2Prime,EUR,CLOSED
T0FE07S387J,cTrader,AMPNSM43D8,EXT00016,XAGUSD,BUY,200.0,2025-08-03T15:12:26Z,2025-08-13T19:54:11Z,361.25599,362.16578,-5.0,-17999.49,B,LP_MAIN,USD,CLOSED
TV1L30307HD,MT5,A9UZFK8UT0,EXT00005,US30.m,S,0.5,2025-07-19T17:56:18Z,2025-07-31T07:24:04Z,1730.13662,1730.17357,-3.0,0.8,A,LP_MAIN,EUR,CLOSED
TPJVRN8LPY8,MT5,AKTAKPUXQP,EXT00010,LTCUSD.m,BUY,200.0,2025-07-25T18:14:44Z,2025-08-01T10:15:51Z,2039.04055,2040.76399,-3.0,-33093.56,A,B2Prime,EUR,CLOSED
TRNLX6B02B7,cTrader,AU2GC5WI6F,EXT00029,XAUUSD,BUY,1.0,2025-07-22T09:37:31Z,2025-07-31T05:10:13Z,266.25549,266.74656,2.0,30.54,B,LP_MAIN,USD,CLOSED
TTL8N3E54N6,MT5,AWD8IL3FB9,EXT00010,BTCUSD.m,sell,10.0,2025-07-27T00:02:01Z,2025-08-02T03:29:24Z,693.94985,693.76971,-5.0,-98.37,A,B2Prime,USD,CLOSED
TK71K4FPL3X,MT5,ATAD1IOR56,EXT00004,XCUUSD.m,BUY,1.0,2025-08-03T10:38:26Z,2025-08-06T13:09:12Z,2205.47364,2214.11095,-3.0,672.1,,LP_TEST,EUR,CLOSED
T537QO4Z533,cTrader,AXEBB9EITN,EXT00032,WTI,BUY,0.1,2025-07-17T00:15:58Z,2025-07-30T07:37:30Z,1129.19566,1131.11181,-5.0,-15.04,,B2Prime,GBP,CLOSED
TCP0TLZ1XGP,MT5,A8YG0JV1V9,EXT00019,FR40.m,BUY,5.0,2025-07-28T00:50:35Z,2025-08-09T07:53:15Z,147.51312,147.6468,-3.0,40.31,A,B2Prime,GBP,OPEN
TOWLCFS8314,MT5,ACAQVKIZZQ,EXT00021,GBPUSD,BUY,200.0,2025-07-21T23:21:00Z,2025-07-22T01:13:30Z,2220.94823,2218.0796,0.0,-6537.06,A,B2Prime,USD,CANCELLED
T7Q5EGVLKDN,MT5,AC8UYO57P6,EXT00034,UKOIL.m,SELL,2.0,2025-08-04T06:50:38Z,2025-08-13T21:48:03Z,831.11595,831.9638,-3.0,124.97,A,B2Prime,GBP,CLOSED
TN4UAAUWIDQ,cTrader,AXEBB9EITN,EXT00032,ETHUSD,SELL,5.0,2025-08-03T11:14:42Z,2025-08-14T02:35:43Z,752.26664,753.45959,-0.5,386.89,A,B2Prime,USD,CLOSED
T4BWVF8GUAS,MT5,ADKWNNHJ7X,EXT00001,XAUUSD.m,SELL,5.0,2025-07-28T01:47:26Z,2025-08-14T02:23:17Z,1201.84783,1201.76188,0.0,-33.62,A,B2Prime,GBP,CLOSED
TEZG52KRE4V,MT5,A8YG0JV1V9,EXT00019,XCUUSD.m,S,20.0,2025-08-06T09:23:56Z,2025-08-12T09:24:48Z,1735.96806,1734.98155,-3.0,-712.15,A,,EUR,CLOSED
TPOFKJW6NYQ,MT5,AK7W1DAKRM,EXT00019,XCUUSD.m,BUY,0.1,2025-07-29T02:28:18Z,2025-08-02T16:52:01Z,117.55699,117.38103,-3.0,-0.88,B,B2Prime,EUR,OPEN
TELYYZZ0JDC,MT5,AGOG72OY0I,EXT00009,UKOIL.m,SELL,5.0,2025-07-15T20:48:54Z,2025-08-07T15:11:06Z,547.95236,546.55331,0.0,-506.28,A,B2Prime,GBP,CLOSED
TQMVY2Z3ASN,cTrader,A9DOM5IGQP,EXT00004,AUDUSD,BUY,2.0,2025-07-31T12:36:14Z,2025-08-06T05:29:32Z,2355.42436,2356.77764,-0.5,195.05,B,,EUR,CLOSED
TN8UUJS75EL,MT5,AIYKID91ZD,EXT00028,ETHUSD.m,sell,50.0,2025-08-03T12:38:46Z,2025-08-11T16:14:55Z,1298.47625,1298.37779,-5.0,-257.02,B,B2Prime,GBP,OPEN
TFEBE5407K5,MT5,AP36P6QF5Q,EXT00012,BTCUSD.m,buy,10.0,2025-08-10T02:46:46Z,2025-08-12T17:54:45Z,1030.39465,1030.77517,-0.5,192.73,B,LP_TEST,USD,CLOSED
TSPF0R8U7WP,MT5,AK7W1DAKRM,EXT00019,XCUUSD.m,sell,1.0,2025-08-14T02:54:29Z,2025-08-14T05:23:31Z,1674.00778,1669.11086,-0.5,258.42,A,B2Prime,EUR,CLOSED
TBGQFQE6RP9,MT5,A1SWJCKJLT,EXT00012,US500.m,buy,50.0,2025-07-24T12:53:55Z,2025-07-28T03:33:35Z,2413.64452,2413.37302,-3.0,-1220.79,B,B2Prime,USD,CLOSED
TQEZFMHK403,cTrader,AK5RBW2ZLA,EXT00024,JPN225,BUY,50.0,2025-08-11T14:14:02Z,2025-08-13T01:38:54Z,977.61058,975.52492,-5.0,8118.93,B,B2Prime,GBP,CLOSED
TVV8SUOC1Y5,MT5,A8YG0JV1V9,EXT00019,ETHUSD.m,BUY,100.0,2025-08-11T17:01:18Z,2025-08-13T17:23:35Z,185.79778,186.33438,2.0,5289.83,B,B2Prime,GBP,OPEN
TYYOV84FC3X,cTrader,AWWYZX4W6X,EXT00030,USDJPY,BUY,1.0,2025-07-16T15:02:21Z,2025-07-30T10:20:02Z,269.75811,270.46188,-3.0,-47.88,B,B2Prime,EUR,CLOSED
T8VA8X8L008,MT5,AIUC039TEX,EXT00003,WTI.m,B,10.0,2025-08-06T09:48:14Z,2025-08-14T00:54:33Z,1873.79934,1872.29537,-0.5,1119.45,A,LP_MAIN,GBP,CLOSED
THBXLBC8NOG,cTrader,AR7TCS4CC5,EXT00006,GBPUSD,S,50.0,2025-08-11T23:54:31Z,2025-08-12T09:24:31Z,1519.69579,1526.28051,-5.0,-31173.83,,B2Prime,EUR,CANCELLED
TAHNOX8FK20,MT5,ALL8OS9XTO,EXT00024,LTCUSD.m,BUY,20.0,2025-08-03T17:33:48Z,2025-08-04T19:37:28Z,2451.54739,2451.92481,-10.0,196.88,A,B2Prime,EUR,CLOSED
TEX3SR5RUP1,MT5,AJD84U89YJ,EXT00023,US30.m,SELL,20.0,2025-07-30T10:05:07Z,2025-08-14T01:44:26Z,167.3633,167.18612,-3.0,147.57,A,B2Prime,EUR,CLOSED
TGWDS9YXZ7S,cTrader,AU2GC5WI6F,EXT00029,JPN225,SELL,1.0,2025-08-02T05:49:01Z,2025-08-09T16:42:08Z,1611.55059,1616.6628,-3.0,-424.61,B,B2Prime,GBP,CLOSED
TKP6RFE64SK,MT5,AFLU7U6N7H,EXT00015,XAGUSD.m,sell,5.0,2025-08-09T20:05:06Z,2025-08-10T08:23:50Z,92.78374,92.79081,-1.5,0.52,B,B2Prime,EUR,CLOSED
TCBDPDXUJJC,MT5,AZSJ49ITN7,EXT00025,JPN225.m,SELL,50.0,2025-07-17T16:23:54Z,2025-08-13T10:26:11Z,403.61365,402.24371,-1.5,2014.7,A,,USD,CLOSED
TEXGGOC5KVQ,MT5,A12VJ99T2D,EXT00033,US30.m,SELL,100.0,2025-08-08T19:20:47Z,2025-08-08T21:47:56Z,1348.89702,1351.70722,-1.5,10294.01,A,B2Prime,EUR,CLOSED
T3M73HC9JYP,MT5,A9RFTMTTQL,EXT00026,WTI.m,BUY,20.0,2025-08-06T05:01:06Z,2025-08-13T18:47:58Z,617.78255,618.64618,-3.0,1698.67,A,LP_TEST,GBP,CLOSED
TOAXQOX00K3,MT5,ATQYYV37DI,EXT00031,US500.m,SELL,0.1,2025-07-16T05:39:49Z,2025-07-16T12:33:33Z,1545.17772,1545.66014,-1.5,0.29,B,,USD,CLOSED
TY8Y2DEG3ZG,cTrader,A6CCVCJWTL,EXT00033,EURUSD,buy,20.0,2025-08-14T07:21:03Z,2025-08-14T08:15:18Z,2454.18246,2457.73685,-10.0,4332.16,A,LP_TEST,EUR,CLOSED
TRFI44TD1FP,MT5,AG8QYNPDPO,EXT00039,WTI.m,S,50.0,2025-07-16T16:01:59Z,2025-07-26T19:53:11Z,742.00778,741.99059,0.0,-11.84,B,B2Prime,GBP,CLOSED
T60QRAQIK3O,MT5,ATQYYV37DI,EXT00031,XAUUSD.m,BUY,500.0,2025-07-21T00:28:31Z,2025-07-29T02:05:07Z,622.42005,623.00995,-5.0,-1718.3,B,B2Prime,GBP,CLOSED
TD4PORU09BO,cTrader,APECQNVQHW,EXT00033,JPN225,buy,100.0,2025-07-31T13:45:16Z,2025-07-31T18:25:29Z,1721.91041,1725.68589,-10.0,-12919.32,B,B2Prime,GBP,CLOSED
T0765ICAUTJ,MT5,A8BBI4WIRE,EXT00015,US500.m,SELL,200.0,2025-08-09T06:53:37Z,2025-08-12T21:03:11Z,2031.10964,2025.80191,-1.5,-60088.46,B,LP_TEST,USD,CLOSED
TEWXQPF0QPS,cTrader,AL1C32OC6U,EXT00001,FR40,SELL,10.0,2025-08-04T14:47:29Z,2025-08-10T08:44:39Z,2396.48563,2397.97613,-3.0,-850.4,A,LP_MAIN,GBP,CLOSED
TY74ZQ50OP7,MT5,AC8UYO57P6,EXT00034,US500.m,buy,0.1,2025-08-12T21:27:47Z,2025-08-14T06:38:40Z,1316.77061,1316.96727,-1.5,-0.26,A,LP_MAIN,USD,CLOSED
T24WK0YEHVD,cTrader,A1R11Q7UWW,EXT00039,NAS100,SELL,2.0,2025-08-01T20:31:09Z,2025-08-13T07:45:05Z,397.78194,397.26141,-1.5,-103.28,,B2Prime,USD,CLOSED
TKHBA5MF36B,cTrader,A2DHYLURTP,EXT00018,AUDUSD,SELL,5.0,2025-08-04T13:26:52Z,2025-08-10T13:20:20Z,1495.69658,1498.15744,-0.5,-1168.7,,LP_MAIN,EUR,OPEN
TPWEIJMMB5J,cTrader,AXEBB9EITN,EXT00032,ETHUSD,sell,10.0,2025-07-18T10:58:00Z,2025-08-03T20:32:22Z,552.50689,553.58832,-3.0,684.47,,LP_MAIN,USD,CANCELLED
TYSYZ7PQ4DD,cTrader,A2IAGL58KX,EXT00009,XAGUSD,S,5.0,2025-07-22T16:55:36Z,2025-08-12T10:09:22Z,2002.41604,1995.65091,-3.0,-525.67,B,B2Prime,USD,CLOSED
T283BDW56FK,cTrader,AQ3VLI7KQ1,EXT00017,JPN225,buy,5.0,2025-08-14T00:09:34Z,2025-08-14T05:47:31Z,1708.64828,1705.67739,0.0,79.47,A,B2Prime,GBP,CLOSED
TR5FN3EH81A,MT5,AF1BCPPVOH,EXT00037,UKOIL.m,BUY,0.1,2025-08-05T19:11:48Z,2025-08-11T22:37:59Z,110.5737,110.45338,2.0,-0.54,A,B2Prime,GBP,CLOSED
TKGJZOWI1T2,MT5,A7HZIOYKL1,EXT00006,ETHUSD.m,BUY,0.01,2025-08-07T08:38:56Z,2025-08-11T12:08:56Z,1925.32825,1919.94895,-0.5,1.32,B,LP_TEST,GBP,CLOSED
TP768SY7P1Z,cTrader,AD4V30T9NT,EXT00000,UKOIL,sell,500.0,2025-07-22T01:33:58Z,2025-08-10T12:42:48Z,2378.56238,2378.5252,-1.5,-624.59,B,LP_TEST,GBP,CLOSED
TDL9FC1XX6C,cTrader,A38DIUOVW1,EXT00020,US30,BUY,0.1,2025-08-09T11:32:45Z,2025-08-09T21:45:45Z,1378.95978,1375.65081,0.0,5.59,B,LP_MAIN,GBP,CLOSED
TP5Z5ZLM36V,cTrader,AMPNSM43D8,EXT00016,US500,BUY,1.0,2025-08-09T14:22:36Z,2025-08-11T09:31:40Z,954.46557,954.45093,-3.0,0.59,A,LP_MAIN,EUR,OPEN
TOX5WWPM3X1,MT5,AK7W1DAKRM,EXT00019,GBPUSD,SELL,100.0,2025-07-22T11:53:51Z,2025-08-08T11:55:56Z,716.70505,716.93798,-5.0,1583.92,A,B2Prime,USD,CLOSED
TBM00E9KDTS,MT5,ALL8OS9XTO,EXT00024,FR40.m,SELL,0.05,2025-07-30T00:06:02Z,2025-08-01T01:16:51Z,1080.2441,1082.7326,0.0,5.16,B,B2Prime,GBP,CLOSED
TB2VI109DCN,MT5,A9RFTMTTQL,EXT00026,EURUSD,SELL,100.0,2025-07-23T03:14:11Z,2025-07-23T16:57:49Z,193.48971,192.86144,-10.0,-5173.0,B,LP_MAIN,USD,CLOSED
TE17QUAMI0U,cTrader,AC89K8YQK9,EXT00029,US30,BUY,500.0,2025-08-09T00:04:14Z,2025-08-11T03:46:40Z,1454.85587,1450.23132,-5.0,179431.25,A,LP_TEST,GBP,CLOSED
TIKY3UFN0DS,MT5,AX8BM92H3T,EXT00032,EURUSD,buy,1.0,2025-08-10T06:07:02Z,2025-08-13T20:56:01Z,1943.65545,1941.35354,-10.0,-67.62,B,B2Prime,USD,CLOSED
T2QFPODPEHC,cTrader,A2DHYLURTP,EXT00018,XAGUSD,SELL,0.1,2025-07-24T17:08:03Z,2025-08-13T16:33:29Z,1112.97168,1107.06192,-1.5,52.96,A,LP_TEST,USD,CLOSED
TVSOJRPP7R9,cTrader,AK5RBW2ZLA,EXT00024,GER40,SELL,500.0,2025-08-09T21:55:23Z,2025-08-12T08:39:41Z,1624.23357,1625.01775,-0.5,22413.3,B,B2Prime,EUR,CLOSED
TSRQ8STZQBF,cTrader,AWWYZX4W6X,EXT00030,UKOIL,SELL,5.0,2025-07-23T06:31:00Z,2025-07-26T18:41:15Z,2190.64311,2195.48912,-0.5,-437.63,A,B2Prime,GBP,OPEN
T7E4DNKSEKN,MT5,AY6452H2ZQ,EXT00011,LTCUSD.m,BUY,1.0,2025-08-11T12:06:15Z,2025-08-12T15:04:53Z,462.72771,462.79977,0.0,6.67,B,B2Prime,EUR,CLOSED
TBF2P7KKG0A,cTrader,APECQNVQHW,EXT00033,WTI,SELL,0.01,2025-07-29T15:18:14Z,2025-08-10T10:27:33Z,1108.7001,1111.93108,-5.0,3.07,A,B2Prime,GBP,CLOSED
TCBRLQMN44E,cTrader,A5GJLQM5K8,EXT00015,XAGUSD,BUY,0.05,2025-08-10T22:43:05Z,2025-08-13T01:34:37Z,2212.18941,2207.21685,-0.5,-12.65,A,B2Prime,USD,CLOSED
TW1YF0DWWN6,MT5,ALL8OS9XTO,EXT00024,FR40.m,sell,10.0,2025-07-22T02:10:52Z,2025-08-03T08:18:38Z,1233.19606,1235.98029,-3.0,140.51,B,B2Prime,GBP,CLOSED
TBYPJDFAW1L,cTrader,A9DOM5IGQP,EXT00004,WTI,sell,10.0,2025-07-31T19:45:08Z,2025-08-13T22:59:15Z,1814.69677,1812.79345,-3.0,1368.74,B,B2Prime,GBP,CLOSED
TUGWUBUGR6E,MT5,A8BBI4WIRE,EXT00015,XAUUSD.m,SELL,0.05,2025-07-21T09:00:25Z,2025-08-06T00:11:50Z,1013.97368,1013.18021,-5.0,-0.33,A,B2Prime,GBP,CLOSED
T8JH34UDTLV,cTrader,A7D5J60FKH,EXT00007,NAS100,SELL,0.1,2025-08-10T04:27:08Z,2025-08-11T06:42:45Z,1614.58898,1611.71848,-0.5,-5.72,B,B2Prime,USD,CLOSED
TMGATND9TKG,cTrader,ACXLL4ZKLO,EXT00010,WTI,sell,0.05,2025-08-08T05:23:55Z,2025-08-08T12:15:28Z,1402.15202,1402.54513,-3.0,-0.69,A,LP_TEST,GBP,CLOSED
TLOGWLACOLO,MT5,ANFHOLQC3O,EXT00013,US500.m,SELL,1.0,2025-07-19T17:12:57Z,2025-07-27T04:59:13Z,830.03448,831.41509,2.0,-120.5,A,LP_TEST,USD,CLOSED
TN3EH1VR1NE,cTrader,AJT7YE511M,EXT00002,GER40,BUY,200.0,2025-07-31T02:31:55Z,2025-08-06T08:52:22Z,1086.30566,1084.53525,-5.0,22467.72,A,LP_MAIN,EUR,CLOSED
